premise	hypothesis	span_similarity	sentence_similarity
{{Three dogs running in a field of grass.}}	{{Two dogs run in a field of tall grass.}}	1	1
{{A group of men playing brass instruments.}}	{{A group of guys play instruments outside.}}	1	1
{{A black and tan dog standing in a field near trees}}	{{A white dog is standing by a river shaking himself dry.}}	1	1
{{Three people sit at a picnic table outside of a building painted like a union jack.}}	{{Three people sit at an outdoor table in front of a building painted like the Union Jack.}}	1	1
{{A small dog runs through an obstacle course.}}	{{A small dog jumping over an obstacle.}}	1	1
{{A tent and a campsite in a sunlit forest.}}	{{A white dog on a beach is carrying a stick in its mouth.}}	1	1
{{A black dog is chasing two birds on the shore of the ocean.}}	{{A dog is running along the beach beside the ocean.}}	1	1
{{A man and woman with their hands on their chins are standing next to a Christmas tree.}}	{{The man with a white beard and blue cap is standing in the doorway of a workshop.}}	1	1
{{Two dogs are running through the grass near a house and trees.}}	{{Two dogs are running through a green yard}}	1	1
{{Two different breeds of brown and white dogs play on the beach.}}	{{Two dogs playing in the sand at the beach.}}	1	1
{{A white dog is running through the water onto the shore.}}	{{The white dog runs through the ocean.}}	1	1
{{China's Peace Ark departs for the Philippines Thursday}}	{{China sends aid team to Philippines}}	1	1
{{Conservatives sweep to Australia election victory}}	{{Conservative opposition wins Australian election}}	1	1
{{Abe's shrine visit draws wide condemnation, criticism}}	{{Japanese PM Shinzo Abe's war shrine visit angers neighbours}}	1	1
{{Ukraine revokes anti-protest law, PM resigns}}	{{Ukraine to repeal anti-protest laws}}	1	1
{{Russia says detects missiles fired from Mediterranean Sea}}	{{Russia says ballistic missiles fired in Mediterranean}}	1	1
{{Pro-Russian protesters storm new police station in east Ukraine}}	{{Pro-Russian Protesters Storm Police Station in Ukraine as Kiev Urges U.N. over unrest}}	1	1
{{Cyclone leaves trail of destruction in India}}	{{Cyclone Phailin evacuation kept Indian villagers alive}}	1	1
{{4 foreigners among 9 killed in Kabul hotel attack}}	{{Foreigners among dead in Kabul hotel attack}}	1	1
{{Many dead as asylum boat sinks off Australia}}	{{Mandela spends third day in hospital}}	1	1
Israeli calls to execute Palestinian captives {{instead of releasing them}} 	Israel allows {{Palestinian prisoner release}} 	0	0
{{DPRK leader calls for better ties with S.Korea}}	{{North Korea urges foreigners to leave South Korea}}	1	1
{{World's oldest person, and oldest man ever, dies at 116}}	{{Japan: World's Oldest Man Ever Dies Aged 116}}	1	1
{{World powers and Iran to resume expert nuclear talks on Dec. 30}}	{{Iran nuclear experts, world powers to resume talks next week}}	1	1
{{Biden warns' it's time for Russia to stop talking and start acting' in Ukraine}}	{{Biden: Time for Russia to' stop talking and start acting' to reduce tension in Ukraine}}	1	1
{{India Ink: Image of the Day: February 25}}	{{India Ink: Image of the Day: April 21}}	1	1
{{Philippines defers comment on Taiwan fisher attack}}	{{Bin Laden's continuing sway shown in Kenya mall attack}}	1	1
{{New Zealand set to legalise gay marriage}}	{{New Zealand votes to legalise same-sex marriage}}	1	1
{{Israel's ex-PM Ariel Sharon dies}}	{{Former Israeli Prime Minister Sharon dies}}	1	1
{{Peace talks with Palestinians would take months: Israel official}}	{{3yo Palestinian girl killed in Israeli raid}}	1	1
{{Ronaldo's hat trick sends Portugal to World Cup}}	{{Ronaldo hat-trick fires Portugal to World Cup}}	1	1
{{At Least 22 Dead After China Earthquake}}	{{At least 89 dead in China earthquakes}}	1	1
{{Canadian freight train blast death toll hits three, to rise}}	{{Canadian government' monitoring' train blast situation}}	1	1
{{Five children buried alive in Bohol landslide}}	{{Nine children die in attack in Afghanistan attack}}	1	1
{{Rosberg emulates father with Monaco win}}	{{FORMULA 1: Rosberg stays modest despite Monaco win}}	1	1
{{Suicide truck bomber kills 11 in northern Iraq}}	{{Suicide car bomb kills 12 in northern Iraq}}	1	1
{{Tropical Storm Barry forms off Mexico's coast, bringing heavy rain as it heads toward Veracruz}}	{{Tropical Storm Barry weakens, dumps rain on Mexico}}	1	1
{{Syrian rebels target military airports}}	{{Syrian troops confront fierce attacks by rebels in military airport}}	1	1
{{6.6-magnitude quake hits South Atlantic Ocean -- USGS}}	{{Magnitude-5.1 quake hits southern Iran -- USGS}}	1	1
{{Poverty stats doubt Modi's development claims}}	{{GM to start taking recall compensation claims Aug 1}}	1	1
{{North Korea blocks access to joint industrial zone}}	{{North Korea Blocks Access to Key Industrial Zone}}	1	1
{{Pakistan's Musharraf charged over Bhutto murder}}	{{Pakistan's Musharraf Charged In Bhutto Death}}	1	1
{{Ukrainian protesters back in streets for anti-government rally}}	{{Ukraine protesters topple Lenin statue in Kiev}}	1	1
{{Jamaican connection in Liverpool's win}}	{{Japan Election: Shinzo Abe Hails Landslide Win}}	1	1
{{Rescuers scour debris after India buildings collapse}}	{{Select images from Bangladesh building collapse}}	1	1
{{Rock bands' plane makes emergency landing in Ill.}}	{{Rock Bands' Plane Makes Emergency Landing in Ill.}}	1	1
{{Boston bombing suspect remains in hospital}}	{{Boston bombing suspect charged in hospital bed}}	1	1
{{PPP's Shehla Raza elected Deputy Speaker of SA}}	{{Shehla Raza takes oath as Sindh Assembly deputy speaker}}	1	1
{{11:42 Churchill's last child dies aged 91}}	{{Churchill's youngest child Lady Soames dies aged 91}}	1	1
{{N. Korea test-fires 30 short-range missiles into sea: Yonhap}}	{{Iran says it test-fires new land-to-sea missile in Gulf}}	1	1
Chinese shares close {{higher}} Tuesday	Chinese shares close {{lower}} on Wednesday	0	0
{{North Korea shuns offer of talks}}	{{North Korea shoots 2 rockets}}	1	1
{{In surprise visit to Afghanistan, Obama tells troops' you inspire me'}}	{{Obama Makes Surprise Visit To Afghanistan}}	1	1
{{US awaits high court judgment on gay marriage}}	{{Ark. high court again suspends gay marriage}}	1	1
{{Sisi sworn in as Egypt's president, cool reception from West}}	{{Egypt's Sisi sworn in as president}}	1	1
{{China to investigate EU wine exports}}	{{Christie investigation heats up}}	1	1
{{Eurozone's unemployment climbs to 12.1%, a fresh record high}}	{{Eurozone unemployment hit record 12.2% in September}}	1	1
{{South Korean President Sorry For Ferry Response}}	{{S. Korean president' sorry' for ferry disaster}}	1	1
{{Pro-Russian rebels shoot down Ukrainian plane, 49 killed}}	{{Ukraine Rebels shoot down plane carrying 49}}	1	1
{{Saudi pushes UN resolution on Syria abuse}}	{{Cameron pushes U.N. resolution on Syrian chemical arms}}	1	1
{{At least 45 killed in Spain train crash}}	{{Update 2: 78 killed in Spanish train disaster}}	1	1
{{19 hurt in New Orleans shooting}}	{{17 Hurt at New Orleans Parade Shooting}}	1	1
{{Vatican Embassy in Syria hit by mortar fire}}	{{Vatican embassy in Syria hit by mortar; no injuries}}	1	1
{{The Note's Must-Reads for Friday May 24, 2013}}	{{The Note's Must-Reads for Tuesday October 29, 2013}}	1	1
{{Nato condemns Ukraine crackdown}}	{{Thai bonds best in region}}	1	1
{{Israel's Peres urges return to peace talks}}	{{Gonsalves keeps up pressure on Dom Rep}}	1	1
{{Assault on Iraq Funeral, Other Attacks Kill 92}}	{{Assault on Iraq funeral, other attacks kill 96}}	1	1
{{Two NATO soldiers killed in Afghanistan}}	{{Five Libyan soldiers killed in Benghazi clashes}}	1	1
{{US top diplomat Kerry's wife rushed to hospital}}	{{US Secretary of State John Kerry's wife rushed to hospital}}	1	1
{{Egypt's Brotherhood to hold " march of anger "}}	{{Egypt's Brotherhood holds Day of Rage rallies}}	1	1
{{Israel and Hamas to observe brief Gaza truce}}	{{Israel And Hamas' Accept Temporary Truce'}}	1	1
{{Foreign exchange rates in Singapore}}	{{Foreign exchange rates in India}}	1	1
{{World's oldest man dies at 116}}	{{Japan: World's Oldest Man Ever Dies Aged 116}}	1	1
{{Germany welcomes Iran nuclear agreement}}	{{Syria welcomes Iran's nuclear deal}}	1	1
{{South Korea proposes talks with North}}	{{South Korea Says Talks With North Scrapped}}	1	1
{{Video shows Kenya jihadis casually killing in mall}}	{{Security video shows Kenyan soldiers looting mall}}	1	1
{{UN inspectors hail progress over Syria chemical weapons}}	{{U.S. has not concluded Syria used chemical weapons -White House}}	1	1
{{Iran rejects claim on chlorine bombs}}	{{Iran rejects MKO claim on nuclear site}}	1	1
{{One dead in US building collapse}}	{{Six killed in US building collapse}}	1	1
{{Fallen US firefighters brought home}}	{{Wall Street ends slightly lower}}	1	1
{{Ship hunting for more pings in missing Malaysian plane search}}	{{Australian ship trawls for signals from missing Malaysia plane}}	1	1
{{Tehran-London ties to improve, Afkham}}	{{Tehran-London ties to improve}}	1	1
{{Mandela' responding to treatment'}}	{{Wife: Mandela is responding to treatment.}}	1	1
{{Gunmen assassinate Libyan deputy industry minister}}	{{Gunmen kill Libyan deputy industry minister}}	1	1
China yuan {{weakens}} to 6.1535 against USD	China yuan {{strengthens}} to new high against USD	0	0
{{Indonesians burn Australian flags over spying reports}}	{{Indonesia Confronts Australian Ambassador on Reports of Spying}}	1	1
{{More Deaths Expected in Canada Oil Train Explosion}}	{{Five dead in Canada train crash}}	1	1
{{Egypt court sentences 10 Brotherhood supporters to death - sources}}	{{Turkish PM tells supporters to prepare for rallies}}	1	1
{{Declines in US stock market moderate}}	{{Tech sell-off sends Asian stock markets lower}}	1	1
{{10 Things to Know: This Week's Takeaways}}	{{10 Things to Know for Today}}	1	1
{{Ukraine protest leaders name ministers, Russian troops on alert}}	{{Ukraine says it will not bow to Russian " provocations " in Crimea}}	1	1
{{US, Russia enter third day of Syria talks}}	{{US and Russia agree Syria arms deal in Geneva}}	1	1
U.S factory orders {{down}} 0.7 pct in January	German factory orders {{rebound}} in January	0	0
{{San Diego Mayor Bob Filner's accusers}}	{{Worker: San Diego Mayor Made Suggestive Comments}}	1	1
{{Nine Dead In Oklahoma City After Tornadoes Hit}}	{{Oklahoma City Airport Evacuated During Tornado...}}	1	1
{{Kenyan forces caused mall collapse}}	{{Official says Kenyan forces caused mall collapse}}	1	1
{{Ukraine to implement unilateral ceasefire}}	{{Ukraine offers unilateral ceasefire}}	1	1
{{Muslim Brotherhood banned in Egypt}}	{{Military holds upper hand in Egypt}}	1	1
{{Suspect arrested in attack on French soldier}}	{{Man arrested over attack on French soldier}}	1	1
{{Obama Urges Restraint from Israelis, Palestinians}}	{{Obama meets Israeli, Palestinian negotiators}}	1	1
{{Brazilians throng streets to greet pope}}	{{In Brazil, thousands turn out to greet Pope Francis}}	1	1
{{Quake shakes northeastern Japan, no tsunami risk}}	{{Quake hits Japan, no tsunami warning}}	1	1
{{Detroit eligible for bankruptcy protection: U.S. judge}}	{{Detroit eligible for bankruptcy protection}}	1	1
{{Vietnam detects signals from missing plane}}	{{China expands search area for missing plane}}	1	1
{{Six US soldiers killed in aircraft crash in Afghanistan}}	{{Six U.S. soldiers killed in helicopter crash in Afghanistan}}	1	1
{{EU offers to help destroy Syria weapons}}	{{Germany offers help in destroying Syria weapons}}	1	1
{{Egypt arrests Muslim Brotherhood's top leader}}	{{Egypt Arrests Muslim Brotherhood Supporters Under Terror Law}}	1	1
{{Arsenal v Stoke City - live!}}	{{Tottenham v Manchester City - live!}}	1	1
{{London Marathon runners honour Boston victims}}	{{London Marathon observes silence for Boston victims}}	1	1
{{Today in History, Dec. 2}}	{{Today in History, April 23}}	1	1
{{Desmond Tutu says he will attend Mandela funeral}}	{{Tutu says will attend Mandela funeral}}	1	1
{{Nigerian gunmen kill groom, 30 others in wedding convoy}}	{{Nigeria official: Gunmen kill 30 in wedding convoy}}	1	1
{{Deaths rise in Israeli air strikes on Gaza}}	{{Deaths rise in air strikes on Gaza}}	1	1
{{US drone strike kills 11 in Pakistan}}	{{US drone kills 16 in Pakistan}}	1	1
{{Islamic militants kill 9 foreign tourists, 1 Pakistani}}	{{Gunmen Kill 11 Foreign Tourists in Pakistan}}	1	1
{{Boeing 787 Dreamliner fire shuts Heathrow}}	{{Boeing 787 Dreamliner catches fire at London Heathrow airport}}	1	1
{{Former Pakistan President Pervez Musharraf arrested again}}	{{Former Pakistan military ruler Pervez Musharraf granted bail}}	1	1
